20.6746670	2510.030029	2.37
20.0240000	2447.889893	2.36
21.1793330	2531.939941	2.37
22.3306670	2549.689941	2.41
22.3566670	2574.409912	2.41
22.5686660	2584.959961	2.40
22.9979990	2596.639893	2.38
23.1506670	2596.260010	2.38
22.2933330	2582.610107	2.40
22.9620000	2610.300049	2.40
23.0700000	2616.100098	2.38
23.1539990	2635.959961	2.37
20.1506670	2670.709961	2.36
19.9279990	2632.899902	2.38
19.1726670	2638.699951	2.36
19.4340000	2642.330078	2.32
19.8026680	2664.760010	2.34
19.7586670	2643.850098	2.37
19.8306670	2640.000000	2.37
20.5846670	2681.050049	2.37
20.4680000	2704.100098	2.36
20.8139990	2706.530029	2.35
20.8593330	2724.870117	2.37
21.4233320	2737.699951	2.37
21.1480010	2731.610107	2.37
20.5006680	2706.050049	2.37
20.3866670	2707.879883	2.38
20.8560010	2709.800049	2.40
20.7873330	2744.729980	2.38
20.5446660	2753.030029	2.39
20.2513330	2745.729980	2.38
20.5253330	2775.600098	2.38
20.3759990	2779.760010	2.41
20.1706680	2784.699951	2.40
19.4153330	2774.879883	2.40
19.6473330	2792.669922	2.41
19.9179990	2796.110107	2.42
19.8573320	2793.899902	2.40
20.9826680	2792.379883	2.40
21.3253330	2784.489990	2.40
19.6526660	2803.689941	2.39
19.0240000	2792.810059	2.41
18.4360010	2789.649902	2.41
18.4160000	2771.449951	2.41
18.4393330	2748.929932	2.40
18.9426670	2743.070068	2.41
19.3946670	2783.300049	2.41
18.8906670	2791.520020	2.41
19.2640000	2810.919922	2.40
19.3306670	2808.479980	2.40
18.3620000	2822.479980	2.40
17.9660000	2832.939941	2.39
17.8313330	2832.570068	2.41
18.2400000	2824.229980	2.42
18.2680000	2854.879883	2.43
17.6353320	2800.709961	2.41
17.3613340	2798.360107	2.41
17.8513340	2818.459961	2.41
18.3220010	2805.370117	2.39
18.5746670	2815.439941	2.38
18.6573330	2834.399902	2.35
19.2786670	2867.189941	2.38
19.0586660	2867.239990	2.37
19.4540000	2873.399902	2.39
17.8519990	2879.389893	2.39
18.3306670	2892.739990	2.39
18.2133330	2895.770020	2.38
18.1539990	2878.199951	2.37
18.4039990	2888.209961	2.38
17.8946670	2888.320068	2.38
17.8466660	2907.409912	2.39
17.7586670	2905.580078	2.38
18.2240010	2907.060059	2.38
18.0820010	2900.449951	2.39
